lastname,firstname,department,institution,course1,username,email,city,country,password
213,,,EDUCANDÁRIO JOÃO XXIII,,21359,21359@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21360,21360@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21361,21361@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21362,21362@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21363,21363@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21364,21364@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21365,21365@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21366,21366@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21367,21367@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21368,21368@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21369,21369@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21370,21370@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21371,21371@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21372,21372@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21373,21373@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21374,21374@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21375,21375@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21376,21376@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21377,21377@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21378,21378@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21379,21379@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21380,21380@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21381,21381@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21382,21382@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21383,21383@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21384,21384@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21385,21385@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21386,21386@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21387,21387@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21388,21388@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21389,21389@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21390,21390@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21391,21391@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21392,21392@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21393,21393@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21394,21394@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21395,21395@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21396,21396@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21397,21397@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21398,21398@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,21399,21399@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213100,213100@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213101,213101@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213102,213102@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213103,213103@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213104,213104@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213105,213105@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213106,213106@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213107,213107@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213108,213108@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213109,213109@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213110,213110@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213111,213111@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213112,213112@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213113,213113@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213114,213114@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213115,213115@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213116,213116@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213117,213117@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213118,213118@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213119,213119@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213120,213120@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213121,213121@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213122,213122@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213123,213123@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213124,213124@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213125,213125@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213126,213126@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213127,213127@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213128,213128@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213129,213129@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213130,213130@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213131,213131@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213132,213132@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213133,213133@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213134,213134@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213135,213135@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213136,213136@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213137,213137@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213138,213138@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213139,213139@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213140,213140@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213141,213141@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213142,213142@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213143,213143@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213144,213144@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213145,213145@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213146,213146@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213147,213147@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213148,213148@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213149,213149@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213150,213150@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213151,213151@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213152,213152@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213153,213153@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213154,213154@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213155,213155@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213156,213156@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213157,213157@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213158,213158@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213159,213159@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213160,213160@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213161,213161@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213162,213162@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213163,213163@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213164,213164@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213165,213165@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213166,213166@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213167,213167@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213168,213168@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213169,213169@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213170,213170@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213171,213171@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213172,213172@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213173,213173@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213174,213174@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213175,213175@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213176,213176@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213177,213177@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213178,213178@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213179,213179@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213180,213180@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213181,213181@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213182,213182@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213183,213183@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213184,213184@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213185,213185@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213186,213186@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213187,213187@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213188,213188@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213189,213189@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213190,213190@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213191,213191@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213192,213192@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213193,213193@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213194,213194@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213195,213195@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213196,213196@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213197,213197@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213198,213198@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213199,213199@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213200,213200@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213201,213201@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213202,213202@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213203,213203@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213204,213204@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213205,213205@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213206,213206@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213207,213207@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213208,213208@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213209,213209@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213210,213210@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213211,213211@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213212,213212@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213213,213213@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213214,213214@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213215,213215@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213216,213216@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213217,213217@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213218,213218@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213219,213219@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213220,213220@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213221,213221@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213222,213222@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213223,213223@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213224,213224@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213225,213225@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213226,213226@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213227,213227@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213228,213228@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213229,213229@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213230,213230@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213231,213231@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213232,213232@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213233,213233@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213234,213234@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213235,213235@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213236,213236@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213237,213237@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213238,213238@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213239,213239@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213240,213240@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213241,213241@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213242,213242@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213243,213243@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213244,213244@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213245,213245@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213246,213246@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213247,213247@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213248,213248@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213249,213249@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213250,213250@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213251,213251@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213252,213252@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213253,213253@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213254,213254@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213255,213255@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213256,213256@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213257,213257@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213258,213258@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213259,213259@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213260,213260@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213261,213261@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213262,213262@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213263,213263@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213264,213264@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213265,213265@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213266,213266@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213267,213267@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213268,213268@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213269,213269@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213270,213270@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213271,213271@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213272,213272@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213273,213273@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213274,213274@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213275,213275@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213276,213276@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213277,213277@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213278,213278@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213279,213279@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213280,213280@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213281,213281@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213282,213282@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213283,213283@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213284,213284@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213285,213285@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213286,213286@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213287,213287@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213288,213288@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213289,213289@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213290,213290@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213291,213291@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213292,213292@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213293,213293@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213294,213294@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213295,213295@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213296,213296@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213297,213297@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213298,213298@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213299,213299@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213300,213300@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213301,213301@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213302,213302@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213303,213303@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213304,213304@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213305,213305@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213306,213306@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213307,213307@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213308,213308@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213309,213309@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213310,213310@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213311,213311@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213312,213312@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213313,213313@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213314,213314@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213315,213315@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213316,213316@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213317,213317@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213318,213318@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213319,213319@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213320,213320@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213321,213321@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213322,213322@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213323,213323@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213324,213324@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213325,213325@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213326,213326@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213327,213327@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213328,213328@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213329,213329@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213330,213330@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213331,213331@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213332,213332@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213333,213333@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213334,213334@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213335,213335@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213336,213336@gmail.com,,,
213,,,EDUCANDÁRIO JOÃO XXIII,,213337,213337@gmail.com,,,
